Feature,Importance
koi_prad,0.199420101008043
koi_period,0.1236303573715234
koi_depth,0.11084158064347376
koi_insol,0.1031851749736487
koi_impact,0.09776824975136181
koi_duration,0.09008877711954759
koi_teq,0.07534821594118561
koi_steff,0.05619342993664487
koi_srad,0.04891801410594462
koi_slogg,0.048737786474753485
koi_kepmag,0.04586831267387317
